OBJECTID,agency_id,route_id,bus_direct,agency_sto,bus_headsi,stop_name_,bus_total_,bus_peak_p,stop_descr,project_st,project_de,system_typ,bus_headwa,min_headwa
234,SF,9R,1,SF-9R-1,Main & Mission,16475,20,PM Peak,NA,Existing/Built,NA,Bus,12,4
235,SF,9R,1,SF-9R-1,Main & Mission,16475,20,PM Peak,NA,Existing/Built,NA,Bus,12,4
236,SF,9R,1,SF-9R-1,Main & Mission,16475,24,AM Peak,NA,Existing/Built,NA,Bus,10,5
237,SF,9R,1,SF-9R-1,Main & Mission,16584,20,PM Peak,NA,Existing/Built,NA,Bus,12,4
238,SF,9R,1,SF-9R-1,Main & Mission,16584,20,PM Peak,NA,Existing/Built,NA,Bus,12,4
239,SF,9R,1,SF-9R-1,Main & Mission,16584,24,AM Peak,NA,Existing/Built,NA,Bus,10,5
240,SF,9R,1,SF-9R-1,Main & Mission,17264,20,PM Peak,NA,Existing/Built,NA,Bus,12,4
241,SF,9R,1,SF-9R-1,Main & Mission,17264,20,PM Peak,NA,Existing/Built,NA,Bus,12,4
242,SF,9R,1,SF-9R-1,Main & Mission,17264,24,AM Peak,NA,Existing/Built,NA,Bus,10,5
243,SF,9R,1,SF-9R-1,Main & Mission,17297,20,PM Peak,NA,Existing/Built,NA,Bus,12,4
244,SF,9R,1,SF-9R-1,Main & Mission,17297,20,PM Peak,NA,Existing/Built,NA,Bus,12,4
245,SF,9R,1,SF-9R-1,Main & Mission,17297,24,AM Peak,NA,Existing/Built,NA,Bus,10,5
246,SF,9R,1,SF-9R-1,Main & Mission,17886,20,PM Peak,NA,Existing/Built,NA,Bus,12,4
247,SF,9R,1,SF-9R-1,Main & Mission,17886,20,PM Peak,NA,Existing/Built,NA,Bus,12,4
248,SF,9R,1,SF-9R-1,Main & Mission,17886,24,AM Peak,NA,Existing/Built,NA,Bus,10,5
249,SF,F,NA,SF:3092,NA,Beach St & Mason St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
250,SF,F,NA,SF:3095,NA,Beach St & Stockton St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
251,SF,F,NA,SF:3311,NA,17Th St & Castro St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
252,SF,F,NA,SF:4501,NA,The Embarcadero & Bay St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
253,SF,F,NA,SF:4502,NA,The Embarcadero & Bay St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
254,SF,F,NA,SF:4503,NA,The Embarcadero & Broadway,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
255,SF,F,NA,SF:4504,NA,The Embarcadero & Broadway,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
256,SF,F,NA,SF:4513,NA,The Embarcadero/Ferry Building,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
257,SF,F,NA,SF:4515,NA,The Embarcadero & Greenwich St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
258,SF,F,NA,SF:4516,NA,The Embarcadero & Greenwich St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
259,SF,F,NA,SF:4517,NA,The Embarcadero & Green St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
260,SF,F,NA,SF:4518,NA,The Embarcadero & Green St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
261,SF,F,NA,SF:4529,NA,The Embarcadero & Sansome St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
262,SF,F,NA,SF:4530,NA,The Embarcadero & Stockton St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
263,SF,F,NA,SF:4532,NA,The Embarcadero & Washington St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
264,SF,F,NA,SF:4534,NA,The Embarcadero & Washington St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
265,SF,F,NA,SF:4726,NA,Don Chee Way/Steuart St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
266,SF,F,NA,SF:4727,NA,Don Chee Way/Steuart St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
267,SF,F,NA,SF:5174,NA,Jefferson St & Powell St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
268,SF,F,NA,SF:5175,NA,Jefferson St & Taylor St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
269,SF,F,NA,SF:5184,NA,Jones St & Beach St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
270,SF,F,NA,SF:5639,NA,Market St & 2Nd St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
271,SF,F,NA,SF:5640,NA,Market St & 3Rd St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
272,SF,F,NA,SF:5643,NA,Market St & 4Th St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
273,SF,F,NA,SF:5645,NA,Market St & 5Th St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
274,SF,F,NA,SF:5647,NA,Market St & 6Th St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
275,SF,F,NA,SF:5650,NA,Market St & 7Th St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
276,SF,F,NA,SF:5651,NA,Market St & 8Th St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
277,SF,F,NA,SF:5652,NA,Market St & 9Th St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
278,SF,F,NA,SF:5655,NA,Market St & 5Th  St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
279,SF,F,NA,SF:5656,NA,Market St & 7Th St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
280,SF,F,NA,SF:5657,NA,Market St & Battery St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
281,SF,F,NA,SF:5659,NA,Market St & Buchanan St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
282,SF,F,NA,SF:5661,NA,Market St & Church St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
283,SF,F,NA,SF:5662,NA,Market St & Church St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
284,SF,F,NA,SF:5668,NA,Market St & Dolores St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
285,SF,F,NA,SF:5669,NA,Market St & Drumm St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
286,SF,F,NA,SF:5672,NA,Market St & Gough St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
287,SF,F,NA,SF:5673,NA,Market St & Gough St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
288,SF,F,NA,SF:5675,NA,Market St & Guerrero St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
289,SF,F,NA,SF:5676,NA,Market St & Hyde St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
290,SF,F,NA,SF:5678,NA,Market St & Kearny St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
291,SF,F,NA,SF:5680,NA,Market St & Larkin St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
292,SF,F,NA,SF:5681,NA,Market St & Laguna St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
293,SF,F,NA,SF:5682,NA,Market St & Main St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
294,SF,F,NA,SF:5685,NA,Market St & New Montgomery St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
295,SF,F,NA,SF:5686,NA,Market St & Noe St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
296,SF,F,NA,SF:5687,NA,Market St & Noe St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
297,SF,F,NA,SF:5690,NA,Market St & Sanchez St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
298,SF,F,NA,SF:5691,NA,Market St & Sanchez St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
299,SF,F,NA,SF:5692,NA,Market St & South Van Ness Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
300,SF,F,NA,SF:5694,NA,Market St & Stockton St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
301,SF,F,NA,SF:5695,NA,Market St & Taylor St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
302,SF,F,NA,SF:5696,NA,Market St & Van Ness Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
303,SF,F,NA,SF:7264,NA,Market St & 1St St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
304,SF,F,NA,SF:7281,NA,Embarcadero & Sansome St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
305,SF,F,NA,SF:7283,NA,The Embarcadero & Ferry Building,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
306,SF,J,NA,SF:3537,NA,30Th St & Dolores St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
307,SF,J,NA,SF:3538,NA,30Th St & Dolores St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
308,SF,J,NA,SF:3984,NA,Church St & 16Th St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
309,SF,J,NA,SF:3985,NA,Church St & 16Th St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
310,SF,J,NA,SF:3987,NA,Church St & 18Th St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
311,SF,J,NA,SF:3994,NA,Church St & 22Nd St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
312,SF,J,NA,SF:3995,NA,Church St & 24Th St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
313,SF,J,NA,SF:3996,NA,Church St & 24Th St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
314,SF,J,NA,SF:3997,NA,Church St & 27Th St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
315,SF,J,NA,SF:3998,NA,Church St & 27Th St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
316,SF,J,NA,SF:3999,NA,Church St & 29Th St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
317,SF,J,NA,SF:4000,NA,Church St & 30Th St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
318,SF,J,NA,SF:4002,NA,Church St & Clipper St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
319,SF,J,NA,SF:4003,NA,Church St & Clipper St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
320,SF,J,NA,SF:4004,NA,Church St & Day St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
321,SF,J,NA,SF:4006,NA,Church St & Duboce Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
322,SF,J,NA,SF:4787,NA,San Jose Ave/Glen Park Station,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
323,SF,J,NA,SF:4788,NA,San Jose Ave/Glen Park Station,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
324,SF,J,NA,SF:5417,NA,Metro Powell Station/Downtown,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
325,SF,J,NA,SF:5419,NA,Metro Van Ness Station,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
326,SF,J,NA,SF:5727,NA,Metro Civic Center Station/Downtn,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
327,SF,J,NA,SF:5731,NA,Metro Montgomery Station/Downtown,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
328,SF,J,NA,SF:6213,NA,Right Of Way/18Th St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
329,SF,J,NA,SF:6214,NA,Right Of Way/20Th St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
330,SF,J,NA,SF:6215,NA,Right Of Way/20Th St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
331,SF,J,NA,SF:6216,NA,Right Of Way/21St St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
332,SF,J,NA,SF:6217,NA,Right Of Way/21St St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
333,SF,J,NA,SF:6218,NA,Right Of Way/22Nd St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
334,SF,J,NA,SF:6221,NA,Right Of Way/Liberty St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
335,SF,J,NA,SF:6222,NA,Right Of Way/Liberty St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
336,SF,J,NA,SF:6274,NA,San Jose Ave & Ocean Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
337,SF,J,NA,SF:6275,NA,San Jose Ave & Ocean Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
338,SF,J,NA,SF:6277,NA,San Jose Ave & Randall St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
339,SF,J,NA,SF:6280,NA,San Jose Ave & Randall St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
340,SF,J,NA,SF:6284,NA,San Jose Ave & Santa Rosa Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
341,SF,J,NA,SF:6285,NA,San Jose Ave & Santa Rosa Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
342,SF,J,NA,SF:6287,NA,San Jose Ave & Santa Ynez Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
343,SF,J,NA,SF:6288,NA,San Jose Ave & Santa Ynez Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
344,SF,J,NA,SF:6992,NA,Metro Embarcadero Station,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
345,SF,J,NA,SF:6994,NA,Metro Montgomery Station/Outbound,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
346,SF,J,NA,SF:6995,NA,Metro Powell Station/Outbound,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
347,SF,J,NA,SF:6996,NA,Van Ness Station Outbound,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
348,SF,J,NA,SF:6997,NA,Metro Civic Center Station/Outbd,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
349,SF,J,NA,SF:7073,NA,Church St & Market St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
350,SF,J,NA,SF:7155,NA,San Jose Ave & Geneva Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
351,SF,J,NA,SF:7217,NA,Metro Embarcadero Station,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
352,SF,J,NA,SF:7316,NA,Church St & 14Th St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
353,SF,J,NA,SF:7778,NA,San Jose Ave & Geneva Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
354,SF,J,NA,SF:7859,NA,Duboce Ave & Church St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
355,SF,KT,NA,SF:4506,NA,The Embarcadero & Brannan St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
356,SF,KT,NA,SF:4509,NA,The Embarcadero & Folsom St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
357,SF,KT,NA,SF:4510,NA,The Embarcadero & Folsom St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
358,SF,KT,NA,SF:5234,NA,King St & 2Nd St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
359,SF,KT,NA,SF:5237,NA,King St & 2Nd St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
360,SF,KT,NA,SF:5417,NA,Metro Powell Station/Downtown,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
361,SF,KT,NA,SF:5418,NA,Balboa Park Bart/Mezzanine Level,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
362,SF,KT,NA,SF:5419,NA,Metro Van Ness Station,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
363,SF,KT,NA,SF:5726,NA,Metro Church Station/Downtown,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
364,SF,KT,NA,SF:5727,NA,Metro Civic Center Station/Downtn,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
365,SF,KT,NA,SF:5728,NA,Metro Castro Station/Downtown,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
366,SF,KT,NA,SF:5730,NA,Metro Forest Hill Station/Downtown,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
367,SF,KT,NA,SF:5731,NA,Metro Montgomery Station/Downtown,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
368,SF,KT,NA,SF:5779,NA,Ocean Ave & Aptos Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
369,SF,KT,NA,SF:5780,NA,Ocean Ave & Aptos Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
370,SF,KT,NA,SF:5784,NA,Ocean Ave/Ccsf Pedestrian Bridge,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
371,SF,KT,NA,SF:5785,NA,Ocean Ave/Ccsf Pedestrian Bridge,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
372,SF,KT,NA,SF:5786,NA,Ocean Ave & Cerritos Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
373,SF,KT,NA,SF:5787,NA,Ocean Ave & Dorado Ter,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
374,SF,KT,NA,SF:5788,NA,Ocean Ave & Fairfield Way,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
375,SF,KT,NA,SF:5793,NA,Ocean Ave & Jules Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
376,SF,KT,NA,SF:5794,NA,Ocean Ave & Lee St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
377,SF,KT,NA,SF:5795,NA,Ocean Ave & Lee St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
378,SF,KT,NA,SF:5797,NA,Ocean Ave & Miramar Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
379,SF,KT,NA,SF:5798,NA,Ocean Ave & Miramar Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
380,SF,KT,NA,SF:5806,NA,Ocean Ave & San Leandro Way,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
381,SF,KT,NA,SF:5807,NA,Ocean Ave & San Leandro Way,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
382,SF,KT,NA,SF:5808,NA,Ocean Ave & Victoria St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
383,SF,KT,NA,SF:5809,NA,Ocean Ave & Westgate Dr,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
384,SF,KT,NA,SF:6503,NA,West Portal/Sloat/St Francis Circle,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
385,SF,KT,NA,SF:6739,NA,West Portal Station,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
386,SF,KT,NA,SF:6740,NA,West Portal Station,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
387,SF,KT,NA,SF:6898,NA,West Portal Ave & 14Th Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
388,SF,KT,NA,SF:6991,NA,Metro Castro Station/Outbound,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
389,SF,KT,NA,SF:6992,NA,Metro Embarcadero Station,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
390,SF,KT,NA,SF:6993,NA,Forest Hill Station Outbound,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
391,SF,KT,NA,SF:6994,NA,Metro Montgomery Station/Outbound,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
392,SF,KT,NA,SF:6995,NA,Metro Powell Station/Outbound,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
393,SF,KT,NA,SF:6996,NA,Van Ness Station Outbound,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
394,SF,KT,NA,SF:6997,NA,Metro Civic Center Station/Outbd,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
395,SF,KT,NA,SF:6998,NA,Metro Church Station/Outbound,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
396,SF,KT,NA,SF:7058,NA,West Portal Ave & Ulloa St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
397,SF,KT,NA,SF:7109,NA,West Portal/Sloat/St Francis Circle,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
398,SF,KT,NA,SF:7113,NA,Junipero Serra Blvd & Ocean Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
399,SF,KT,NA,SF:7114,NA,Junipero Serra Blvd & Ocean Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
400,SF,KT,NA,SF:7125,NA,West Portal Ave & 14Th Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
401,SF,KT,NA,SF:7145,NA,The Embarcadero & Brannan St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
402,SF,KT,NA,SF:7166,NA,4Th St & King St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
403,SF,KT,NA,SF:7217,NA,Metro Embarcadero Station,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
404,SF,KT,NA,SF:7342,NA,Third Street/Gilman/Paul,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
405,SF,KT,NA,SF:7343,NA,Third Street & Carroll Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
406,SF,KT,NA,SF:7344,NA,Third Street & Carroll Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
407,SF,KT,NA,SF:7345,NA,Third Street & Williams Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
408,SF,KT,NA,SF:7346,NA,Third Street & Williams Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
409,SF,KT,NA,SF:7347,NA,Third Street/Gilman/Paul,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
410,SF,KT,NA,SF:7352,NA,Third Street & Evans Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
411,SF,KT,NA,SF:7353,NA,Third Street & Marin St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
412,SF,KT,NA,SF:7354,NA,Third Street & 23Rd St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
413,SF,KT,NA,SF:7355,NA,Third Street & 20Th St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
414,SF,KT,NA,SF:7356,NA,Third Street & Mariposa St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
415,SF,KT,NA,SF:7357,NA,Ucsf/Mission Bay,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
416,SF,KT,NA,SF:7358,NA,Third Street & Mission Rock St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
417,SF,KT,NA,SF:7359,NA,Third Street & Mission Rock St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
418,SF,KT,NA,SF:7360,NA,Ucsf/Mission Bay,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
419,SF,KT,NA,SF:7361,NA,Third Street & Mariposa St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
420,SF,KT,NA,SF:7362,NA,Third Street & 20Th St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
421,SF,KT,NA,SF:7363,NA,Third Street & 23Rd St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
422,SF,KT,NA,SF:7364,NA,Third Street & Marin St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
423,SF,KT,NA,SF:7365,NA,Third Street & Evans Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
424,SF,KT,NA,SF:7390,NA,Third Street/Hudson/Innes,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
425,SF,KT,NA,SF:7391,NA,Third Street/Kirkwood/La Salle,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
426,SF,KT,NA,SF:7392,NA,Third Street/Oakdale/Palou,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
427,SF,KT,NA,SF:7393,NA,Third Street/Revere/Shafter,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
428,SF,KT,NA,SF:7394,NA,Third Street & Le Conte Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
429,SF,KT,NA,SF:7395,NA,Bay Shore Blvd/Arleta/Blanken,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
430,SF,KT,NA,SF:7396,NA,Bay Shore Blvd & Sunnydale Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
431,SF,KT,NA,SF:7397,NA,4Th St & King St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
432,SF,KT,NA,SF:7398,NA,Bay Shore Blvd & Sunnydale Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
433,SF,KT,NA,SF:7399,NA,Bay Shore Blvd/Arleta/Blanken,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
434,SF,KT,NA,SF:7400,NA,Third Street & Le Conte Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
435,SF,KT,NA,SF:7401,NA,Third Street/Revere/Shafter,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
436,SF,KT,NA,SF:7402,NA,Third Street/Oakdale/Palou,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
437,SF,KT,NA,SF:7403,NA,Third Street/Kirkwood/La Salle,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
438,SF,KT,NA,SF:7404,NA,Third Street/Hudson/Innes,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
439,SF,KT,NA,SF:7778,NA,San Jose Ave & Geneva Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
440,SF,L,NA,SF:3266,NA,15Th Ave & Taraval St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
441,SF,L,NA,SF:3267,NA,15Th Ave & Taraval St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
442,SF,L,NA,SF:3268,NA,15Th Ave & Ulloa St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
443,SF,L,NA,SF:3269,NA,15Th Ave & Ulloa St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
444,SF,L,NA,SF:3599,NA,46Th Ave & Taraval St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
445,SF,L,NA,SF:3600,NA,46Th Ave & Ulloa St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
446,SF,L,NA,SF:3601,NA,46Th Ave & Ulloa St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
447,SF,L,NA,SF:3602,NA,46Th Ave & Vicente St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
448,SF,L,NA,SF:3603,NA,46Th Ave & Vicente St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
449,SF,L,NA,SF:5417,NA,Metro Powell Station/Downtown,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
450,SF,L,NA,SF:5419,NA,Metro Van Ness Station,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
451,SF,L,NA,SF:5726,NA,Metro Church Station/Downtown,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
452,SF,L,NA,SF:5727,NA,Metro Civic Center Station/Downtn,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
453,SF,L,NA,SF:5728,NA,Metro Castro Station/Downtown,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
454,SF,L,NA,SF:5730,NA,Metro Forest Hill Station/Downtown,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
455,SF,L,NA,SF:5731,NA,Metro Montgomery Station/Downtown,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
456,SF,L,NA,SF:6614,NA,Taraval St & 17Th Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
